"Symbol  ","Series  ","Date  ","Prev Close  ","Open Price  ","High Price  ","Low Price  ","Last Price  ","Close Price  ","Average Price ","Total Traded Quantity  ","Turnover ₹  ","No. of Trades  ","Deliverable Qty  ","% Dly Qt to Traded Qty  "
"NIFTYBEES","EQ","13-Mar-2025","251.74","252.90","252.90","250.80","251.10","251.06","251.77","31,61,426","79,59,36,507.84","34,328","19,43,687","61.48"
"NIFTYBEES","EQ","17-Mar-2025","251.06","251.06","253.00","250.10","252.25","252.18","252.15","38,72,869","97,65,40,699.26","51,763","17,54,047","45.29"
"NIFTYBEES","EQ","18-Mar-2025","252.18","254.89","256.00","252.66","255.62","255.82","254.87","71,34,763","1,81,84,20,393.25","41,666","43,92,514","61.56"
"NIFTYBEES","EQ","19-Mar-2025","255.82","256.80","256.94","255.48","256.79","256.70","256.54","38,69,286","99,26,11,255.72","31,868","22,75,863","58.82"
"NIFTYBEES","EQ","20-Mar-2025","256.70","258.99","259.60","256.70","259.30","259.32","258.44","82,19,907","2,12,43,39,184.55","44,346","48,86,384","59.45"
"NIFTYBEES","EQ","21-Mar-2025","259.32","260.00","261.59","258.58","261.27","261.09","260.81","92,49,804","2,41,24,38,443.65","45,808","57,83,308","62.52"
"NIFTYBEES","EQ","24-Mar-2025","261.09","261.62","265.31","261.01","265.19","264.90","263.85","93,10,805","2,45,66,61,532.05","60,287","61,01,146","65.53"
"NIFTYBEES","EQ","25-Mar-2025","264.90","266.50","266.82","256.95","264.40","264.73","265.37","1,29,09,271","3,42,57,58,579.17","47,780","90,64,093","70.21"
"NIFTYBEES","EQ","26-Mar-2025","264.73","264.10","265.50","262.52","262.91","262.90","263.92","52,58,667","1,38,78,47,784.98","40,326","32,77,031","62.32"
"NIFTYBEES","EQ","27-Mar-2025","262.90","263.28","264.27","262.10","263.91","263.73","263.69","38,74,025","1,02,15,42,170.45","32,761","25,68,036","66.29"
"NIFTYBEES","EQ","28-Mar-2025","263.73","263.53","264.48","262.51","263.15","263.21","263.33","86,41,606","2,27,55,86,346.73","41,855","61,38,511","71.03"
"NIFTYBEES","EQ","01-Apr-2025","263.21","262.38","263.67","259.38","259.68","259.60","260.65","1,26,29,562","3,29,18,69,473.92","91,053","77,93,718","61.71"
"NIFTYBEES","EQ","02-Apr-2025","259.60","260.70","261.85","259.11","261.60","261.64","261.01","95,09,451","2,48,20,38,028.41","47,021","79,33,541","83.43"
"NIFTYBEES","EQ","03-Apr-2025","261.64","260.90","261.10","259.03","261.02","260.46","260.55","61,86,200","1,61,18,16,126.71","45,317","37,86,347","61.21"
"NIFTYBEES","EQ","04-Apr-2025","260.46","260.48","260.58","256.48","258.00","257.16","257.45","92,33,464","2,37,71,91,505.53","81,570","72,49,281","78.51"
"NIFTYBEES","EQ","07-Apr-2025","257.16","264.85","264.85","231.30","249.80","249.10","247.52","3,46,54,934","8,57,76,46,698.80","3,20,667","2,52,38,828","72.83"
"NIFTYBEES","EQ","08-Apr-2025","249.10","256.55","256.55","249.76","253.00","252.72","252.24","98,60,513","2,48,71,79,246.41","73,920","57,69,608","58.51"
"NIFTYBEES","EQ","09-Apr-2025","252.72","251.72","252.68","250.62","251.45","251.03","251.16","71,44,236","1,79,43,61,533.84","53,690","51,68,003","72.34"
"NIFTYBEES","EQ","11-Apr-2025","251.03","255.99","256.90","251.23","256.28","255.97","255.82","1,08,02,170","2,76,33,62,006.48","62,826","67,20,390","62.21"
"NIFTYBEES","EQ","15-Apr-2025","255.97","260.00","262.88","258.30","261.35","260.87","260.80","64,45,385","1,68,09,71,467.03","65,516","39,69,963","61.59"
"NIFTYBEES","EQ","16-Apr-2025","260.87","263.99","263.99","260.03","262.10","261.91","261.04","83,12,168","2,16,98,38,521.22","38,763","59,57,021","71.67"
"NIFTYBEES","EQ","17-Apr-2025","261.91","262.94","266.79","260.60","266.36","266.54","264.66","98,18,354","2,59,85,08,468.19","45,468","69,09,715","70.38"
"NIFTYBEES","EQ","21-Apr-2025","266.54","265.30","270.48","265.01","269.70","269.70","269.38","1,00,57,258","2,70,92,71,579.76","84,985","72,91,551","72.50"
"NIFTYBEES","EQ","22-Apr-2025","269.70","270.11","270.95","269.00","270.00","270.05","270.24","61,82,402","1,67,07,07,984.00","38,422","41,57,441","67.25"
"NIFTYBEES","EQ","23-Apr-2025","270.05","272.89","272.89","269.50","271.80","271.82","271.30","95,02,368","2,57,80,13,064.32","40,588","55,43,008","58.33"
"NIFTYBEES","EQ","24-Apr-2025","271.82","271.78","272.09","270.68","270.90","270.95","271.23","50,49,194","1,36,94,82,157.50","38,797","34,84,863","69.02"
"NIFTYBEES","EQ","25-Apr-2025","270.95","271.85","272.30","266.71","268.19","268.63","268.94","86,30,692","2,32,11,71,485.58","60,009","49,12,950","56.92"
"NIFTYBEES","EQ","28-Apr-2025","268.63","269.89","272.30","268.00","271.91","271.90","271.11","76,76,436","2,08,11,92,511.57","52,628","57,99,770","75.55"
"NIFTYBEES","EQ","29-Apr-2025","271.90","273.89","273.89","270.90","271.78","271.91","272.18","1,21,94,908","3,31,92,06,108.94","28,956","91,85,830","75.33"
"NIFTYBEES","EQ","30-Apr-2025","271.91","277.09","277.09","271.03","271.33","271.99","271.97","61,33,729","1,66,82,18,843.79","43,118","46,48,438","75.78"
"NIFTYBEES","EQ","02-May-2025","271.99","274.00","275.12","270.88","272.10","272.05","272.86","1,09,48,874","2,98,75,01,610.62","75,106","53,53,986","48.90"
"NIFTYBEES","EQ","05-May-2025","272.05","272.05","274.55","271.31","274.20","274.39","274.04","1,32,20,110","3,62,28,80,805.44","67,975","99,31,224","75.12"
"NIFTYBEES","EQ","06-May-2025","274.39","274.90","274.90","272.17","272.20","272.60","273.11","44,17,654","1,20,64,93,550.00","61,448","31,98,685","72.41"
"NIFTYBEES","EQ","07-May-2025","272.60","271.90","273.59","269.39","272.90","272.79","272.57","70,15,340","1,91,21,66,955.70","45,383","39,75,245","56.67"
"NIFTYBEES","EQ","08-May-2025","272.79","273.70","273.70","270.00","270.27","271.04","271.88","63,01,204","1,71,31,67,716.97","34,604","40,68,572","64.57"
"NIFTYBEES","EQ","09-May-2025","271.04","269.50","270.09","266.16","268.75","268.49","268.73","77,25,810","2,07,61,78,629.03","77,366","44,29,057","57.33"
