date,symbol,series,prev_close,open_price,high_price,low_price,last_price,close_price,average_price,total_traded_quantity,turnover_rs,no_of_trades,deliverable_qty,pct_dly_qt_to_traded_qty,daily_return_pct,log_return,rolling_volatility_20,rolling_avg_20,rolling_avg_50
2025-12-17,NIFTYBEES,EQ,292.66,292.66,293.29,290.8,291.85,291.71,291.78,"1,01,15,469","2,95,15,31,123.32","50,372","74,00,122",73.16,-0.325,-0.0032513675818460863,0.004899849115806379,294.2935,291.6506
2025-12-18,NIFTYBEES,EQ,291.71,284.5,292.83,284.5,291.96,291.84,291.82,"38,81,769","1,13,27,88,256.91","36,972","25,55,166",65.82,0.045,0.00044554880353206845,0.004777023384753532,294.10699999999997,291.8114
2025-12-19,NIFTYBEES,EQ,291.84,293.84,293.84,292.28,293.45,293.44,293.31,"30,02,632","88,07,14,719.40","26,235","20,39,878",67.94,0.548,0.0054674821821336156,0.0048740318480435555,294.0315,292.01739999999995
2025-12-22,NIFTYBEES,EQ,293.44,295.25,295.73,293.85,295.68,295.69,295.35,"90,92,048","2,68,53,55,019.10","48,821","63,16,916",69.48,0.767,0.007638419159644664,0.005103228572394832,294.0825,292.255
2025-12-23,NIFTYBEES,EQ,295.69,296.98,296.98,295.27,295.65,295.68,295.82,"37,47,050","1,10,84,63,035.41","29,540","25,25,600",67.4,-0.003,-3.381977442531902e-05,0.005070203930230902,294.21,292.4624
2025-12-24,NIFTYBEES,EQ,295.68,295.68,296.38,294.76,295.54,295.5,295.76,"32,52,373","96,19,16,173.44","28,481","23,08,765",70.99,-0.061,-0.0006089516071664828,0.004388153631955087,294.229,292.6912
2025-12-26,NIFTYBEES,EQ,295.5,296.99,296.99,294.2,294.45,294.46,294.57,"35,02,261","1,03,16,49,615.19","47,520","22,69,850",64.81,-0.352,-0.0035256664088905193,0.004438613526903845,294.12,292.9026
2025-12-29,NIFTYBEES,EQ,294.46,294.46,295.28,292.76,293.36,293.15,293.64,"57,96,571","1,70,20,87,615.84","63,779","38,13,739",65.79,-0.445,-0.004458747027038418,0.004530205185198968,293.9695,293.0606
2025-12-30,NIFTYBEES,EQ,293.15,293.54,293.58,291.95,293.5,293.32,292.44,"80,60,541","2,35,72,23,405.18","40,093","55,66,649",69.06,0.058,0.0005797398153746398,0.004533525619676983,293.764,293.15139999999997
2025-12-31,NIFTYBEES,EQ,293.32,294.08,295.7,293.06,295.28,295.31,294.76,"56,77,730","1,67,35,74,946.37","30,486","36,35,498",64.03,0.678,0.006761488818164126,0.004682902139870191,293.75300000000004,293.25079999999997
2026-01-01,NIFTYBEES,EQ,295.31,296.19,296.19,294.91,295.37,295.33,295.47,"36,47,078","1,07,76,13,900.38","48,225","22,82,146",62.57,0.007,6.772314779778513e-05,0.004628385160367769,293.8555,293.3266
2026-01-02,NIFTYBEES,EQ,295.33,294.91,297.99,294.91,297.99,297.55,297.08,"69,59,353","2,06,74,57,488.09","48,926","48,76,520",70.07,0.752,0.007488902899300536,0.004893176913593181,294.00249999999994,293.42560000000003
2026-01-05,NIFTYBEES,EQ,297.55,297.55,298.0,296.02,296.4,296.41,297.15,"83,11,788","2,46,98,30,852.94","81,220","56,11,798",67.52,-0.383,-0.003838647046416308,0.004836650353599262,294.0815,293.4896
2026-01-06,NIFTYBEES,EQ,296.41,297.79,297.79,295.28,296.19,296.02,296.21,"67,89,022","2,01,10,08,314.55","90,436","48,07,490",70.81,-0.132,-0.0013166114354022482,0.004395257022888557,294.1765,293.58439999999996
2026-01-07,NIFTYBEES,EQ,296.02,296.14,296.23,295.0,295.75,295.72,295.5,"38,07,973","1,12,52,49,638.79","44,812","26,81,514",70.42,-0.101,-0.001013958920143237,0.004299356881106923,294.3395,293.62919999999997
2026-01-08,NIFTYBEES,EQ,295.72,295.72,295.98,292.61,292.95,292.93,293.82,"61,94,291","1,82,00,18,125.93","72,853","50,05,283",80.8,-0.943,-0.009479388064687915,0.004807949331336646,294.41700000000003,293.64599999999996
2026-01-09,NIFTYBEES,EQ,292.93,291.01,293.89,290.0,291.15,290.59,291.41,"84,42,130","2,46,01,60,957.60","85,619","64,58,740",76.51,-0.799,-0.008020333642405283,0.005023332023067838,294.36949999999996,293.587
2026-01-12,NIFTYBEES,EQ,290.59,291.99,292.09,288.4,292.05,291.87,290.13,"90,96,409","2,63,91,21,081.13","92,987","62,04,445",68.21,0.44,0.004395158673639937,0.004928279210438705,294.158,293.532
2026-01-13,NIFTYBEES,EQ,291.87,293.48,293.48,289.9,291.24,291.13,291.04,"53,65,914","1,56,16,69,594.76","62,064","33,86,354",63.11,-0.254,-0.0025385948453124038,0.004949740425850887,294.0075,293.5182
2026-01-14,NIFTYBEES,EQ,291.13,291.13,291.99,289.9,291.1,290.66,291.05,"55,77,083","1,62,31,88,399.36","46,864","39,94,844",71.63,-0.161,-0.001615703612109098,0.004765755505117101,293.90549999999996,293.5164
2026-01-16,NIFTYBEES,EQ,290.66,291.89,292.9,290.28,290.9,291.04,291.84,"60,31,692","1,76,02,91,443.95","57,130","42,93,735",71.19,0.131,0.0013065155717876314,0.004728182310579225,293.9085,293.55260000000004
2026-01-19,NIFTYBEES,EQ,291.04,290.98,291.15,288.81,289.34,289.63,289.37,"74,09,667","2,14,41,68,323.19","75,134","52,12,119",70.34,-0.484,-0.004856468463223602,0.004842359610267088,293.786,293.56399999999996
2026-01-20,NIFTYBEES,EQ,289.63,290.89,290.89,285.6,287.0,286.28,287.59,"93,66,361","2,69,36,58,798.34","1,13,175","73,92,959",78.93,-1.157,-0.011633893436191903,0.005248319052786323,293.5,293.5644
2026-01-21,NIFTYBEES,EQ,286.28,285.0,287.49,282.4,286.0,284.95,284.66,"1,21,56,217","3,46,04,28,471.03","1,02,892","76,47,534",62.91,-0.465,-0.004656626589388134,0.004859934323981328,292.9655,293.4658
2026-01-22,NIFTYBEES,EQ,284.95,287.89,288.09,285.1,287.03,286.61,286.54,"75,25,121","2,15,62,57,006.06","53,463","52,66,090",69.98,0.583,0.005808680339667664,0.005142235675557073,292.50149999999996,293.4056
2026-01-23,NIFTYBEES,EQ,286.61,288.07,288.07,283.65,284.0,283.91,285.19,"83,46,651","2,38,03,62,441.57","75,733","64,48,839",77.26,-0.942,-0.00946512009178306,0.005429517407680618,291.973,293.259
2026-01-27,NIFTYBEES,EQ,283.91,284.0,285.99,282.4,285.89,285.22,284.04,"82,92,101","2,35,53,25,248.13","87,489","50,29,139",60.65,0.461,0.004603525779727843,0.005610599096686525,291.44649999999996,293.08119999999997
2026-01-28,NIFTYBEES,EQ,285.22,286.99,286.99,285.22,286.74,286.61,286.1,"68,35,320","1,95,56,08,712.81","48,666","43,98,536",64.35,0.487,0.004861594312055128,0.005745590090928281,291.0695,292.95959999999997
2026-01-29,NIFTYBEES,EQ,286.61,287.99,287.99,284.29,287.49,287.37,285.97,"94,64,480","2,70,65,16,804.19","56,285","51,68,913",54.61,0.265,0.002648177442233825,0.005796341589468489,290.746,292.80559999999997
2026-01-30,NIFTYBEES,EQ,287.37,286.44,287.37,285.01,286.75,286.73,286.41,"70,40,728","2,01,65,07,958.98","56,615","47,95,495",68.11,-0.223,-0.00222957765239804,0.005501862598597642,290.32849999999996,292.67040000000003
